official_pinyin,official_Chinese,official_translation,Institution 1,Institution 2,Institution 3
lu guo gong,潞國公,,品位性官號類,封爵門,爵位
mao guo gong,茂國公,,品位性官號類,封爵門,爵位
meng yin bo,蒙陰伯,,品位性官號類,封爵門,爵位
mian gu bo,綿谷伯,,品位性官號類,封爵門,爵位
ou ning wang,甌寧王,,品位性官號類,封爵門,爵位
qi chun hou,蘄春侯,,品位性官號類,封爵門,爵位
qi guo gong,蘄國公,,品位性官號類,封爵門,爵位
qi wang,蘄王,,品位性官號類,封爵門,爵位
qian guo gong,黔國公,,品位性官號類,封爵門,爵位
qian ning wang,黔寧王,,品位性官號類,封爵門,爵位
qin an wang,秦安王,,品位性官號類,封爵門,爵位
qin ding wang,秦定王,,品位性官號類,封爵門,爵位
qin duan wang,秦端王,,品位性官號類,封爵門,爵位
qin gong wang,秦恭王,,品位性官號類,封爵門,爵位
qin huai wang,秦懷王,,品位性官號類,封爵門,爵位
qin hui wang,秦惠王,,品位性官號類,封爵門,爵位
qin jian wang,秦簡王,,品位性官號類,封爵門,爵位
qin jing wang,秦敬王,,品位性官號類,封爵門,爵位
qin jing wang,秦景王,,品位性官號類,封爵門,爵位
qin jing wang,秦靖王,,品位性官號類,封爵門,爵位
qin kang wang,秦康王,,品位性官號類,封爵門,爵位
qin min wang,秦愍王,,品位性官號類,封爵門,爵位
qin shi zi,秦世子,,品位性官號類,封爵門,爵位
qin shun wang,秦順王,,品位性官號類,封爵門,爵位
qin su wang,秦肅王,,品位性官號類,封爵門,爵位
qin xi wang,秦僖王,,品位性官號類,封爵門,爵位
qin xuan wang,秦宣王,,品位性官號類,封爵門,爵位
qin yin wang,秦隱王,,品位性官號類,封爵門,爵位
qin zhao wang,秦昭王,,品位性官號類,封爵門,爵位
qin zhuang wang,秦莊王,,品位性官號類,封爵門,爵位
qing ping bo,清平伯,,品位性官號類,封爵門,爵位
qing ping hou,清平侯,,品位性官號類,封爵門,爵位
qing yuan bo,清源伯,,品位性官號類,封爵門,爵位
qing yuan bo,清遠伯,,品位性官號類,封爵門,爵位
qing yuan hou,清遠侯,,品位性官號類,封爵門,爵位
qing yuan wang,清源王,,品位性官號類,封爵門,爵位
qu guo gong,渠國公,,品位性官號類,封爵門,爵位
qu guo gong,衢國公,,品位性官號類,封爵門,爵位
ren ping bo,荏平伯,,品位性官號類,封爵門,爵位
rong guo gong,融國公,,品位性官號類,封爵門,爵位
rui an bo,瑞安伯,,品位性官號類,封爵門,爵位
rui guo gong,芮國公,,品位性官號類,封爵門,爵位
rui wang,瑞王,,品位性官號類,封爵門,爵位
shan guo gong,陜國公,,品位性官號類,封爵門,爵位
shao yang bo,邵陽伯,,品位性官號類,封爵門,爵位
shen guo gong,申國公,,品位性官號類,封爵門,爵位
shen wang,瀋王,,品位性官號類,封爵門,爵位
shen wang,申王,,品位性官號類,封爵門,爵位
shen yang hou,瀋陽侯,,品位性官號類,封爵門,爵位
shun chang bo,順昌伯,,品位性官號類,封爵門,爵位
shun yi bo,順義伯,,品位性官號類,封爵門,爵位
su ning bo,肅寧伯,,品位性官號類,封爵門,爵位
sui an bo,遂安伯,,品位性官號類,封爵門,爵位
tan wang,潭王,,品位性官號類,封爵門,爵位
tang yin bo,湯陰伯,,品位性官號類,封爵門,爵位
teng guo gong,滕國公,,品位性官號類,封爵門,爵位
teng wang,滕王,,品位性官號類,封爵門,爵位
wei guo gong,衛國公,,品位性官號類,封爵門,爵位
wei guo gong,魏國公,,品位性官號類,封爵門,爵位
wei nan wang,渭南王,,品位性官號類,封爵門,爵位
wei wang,蔚王,,品位性官號類,封爵門,爵位
wei wang,衛王,,品位性官號類,封爵門,爵位
xi he bo,西和伯,,品位性官號類,封爵門,爵位
xi he wang,西河王,,品位性官號類,封爵門,爵位
xi liang hou,西涼侯,,品位性官號類,封爵門,爵位
xi ning hou,西寧侯,,品位性官號類,封爵門,爵位
xi ping hou,西平侯,,品位性官號類,封爵門,爵位
xi ting hou,西亭侯,,品位性官號類,封爵門,爵位
xi wang,西王,,品位性官號類,封爵門,爵位
xian nan,縣男,,品位性官號類,封爵門,爵位
xian zi,縣子,,品位性官號類,封爵門,爵位
xiang cheng bo,襄城伯,,品位性官號類,封爵門,爵位
xiang ling wang,襄陵王,,品位性官號類,封爵門,爵位
xiang wang,湘王,,品位性官號類,封爵門,爵位
xiang yuan wang,襄垣王,,品位性官號類,封爵門,爵位
xing an bo,興安伯,,品位性官號類,封爵門,爵位
xing guo gong,興國公,,品位性官號類,封爵門,爵位
xing ji bo,興濟伯,,品位性官號類,封爵門,爵位
xing ji hou,興濟侯,,品位性官號類,封爵門,爵位
xing ning bo,興寧伯,,品位性官號類,封爵門,爵位
xing ping an xi wang,興平安僖王,,品位性官號類,封爵門,爵位
xing ping gong jing wang,興平恭靖王,,品位性官號類,封爵門,爵位
xing ping zhuang hui wang,興平莊惠王,,品位性官號類,封爵門,爵位
xing tai bo,邢臺伯,,品位性官號類,封爵門,爵位
xing wang,興王,,品位性官號類,封爵門,爵位
xing xian wang,興獻王,,品位性官號類,封爵門,爵位
xing yang hou,荥阳侯,,品位性官號類,封爵門,爵位
xiong wu hou,雄武侯,,品位性官號類,封爵門,爵位
xiu wang,秀王,,品位性官號類,封爵門,爵位
xu guo gong,許國公,,品位性官號類,封爵門,爵位
xu wang,許王,,品位性官號類,封爵門,爵位
xun guo gong,濬國公,,品位性官號類,封爵門,爵位
yan shan hou,燕山侯,,品位性官號類,封爵門,爵位
yan wang,燕王,,品位性官號類,封爵門,爵位
yang wu hou,陽武侯,,品位性官號類,封爵門,爵位
yi cheng hou,翼城侯,,品位性官號類,封爵門,爵位
yin guo gong,鄞國公,,品位性官號類,封爵門,爵位
ying chuan hou,潁川侯,,品位性官號類,封爵門,爵位
ying guo gong,潁國公,,品位性官號類,封爵門,爵位
ying guo gong,瀛国公,,品位性官號類,封爵門,爵位
ying guo gong,營國公,,品位性官號類,封爵門,爵位
ying guo gong,英國公,,品位性官號類,封爵門,爵位
ying guo gong,郢國公,,品位性官號類,封爵門,爵位
ying shan bo,營山伯,,品位性官號類,封爵門,爵位
ying wang,潁王,,品位性官號類,封爵門,爵位
ying wang,郢王,,品位性官號類,封爵門,爵位
ying yang hou,滎陽侯,,品位性官號類,封爵門,爵位
ying yang hou,營陽侯,,品位性官號類,封爵門,爵位
yong wang,雍王,,品位性官號類,封爵門,爵位
yu guo gong,裕國公,,品位性官號類,封爵門,爵位
yu guo gong,豫國公,,品位性官號類,封爵門,爵位
yu tian bo,玉田伯,,品位性官號類,封爵門,爵位
yu wang,虞王,,品位性官號類,封爵門,爵位
yu wang,裕王,,品位性官號類,封爵門,爵位
yu wang,豫王,,品位性官號類,封爵門,爵位
yu zhang hou,豫章侯,,品位性官號類,封爵門,爵位
yue guo gong,越國公,,品位性官號類,封爵門,爵位
yue wang,越王,,品位性官號類,封爵門,爵位
yue xi hou,越巂侯,,品位性官號類,封爵門,爵位
yun guo gong,鄆國公,,品位性官號類,封爵門,爵位
yun guo gong,鄖國公,,品位性官號類,封爵門,爵位
yun yang bo,雲陽伯,,品位性官號類,封爵門,爵位
zhang guo gong,漳國公,,品位性官號類,封爵門,爵位
zhen an bo,鎮安伯,,品位性官號類,封爵門,爵位
zhen an wang,鎮安王,,品位性官號類,封爵門,爵位
zhen ping bo,鎮平伯,,品位性官號類,封爵門,爵位
zhen ping wang,鎮平王,,品位性官號類,封爵門,爵位
zhen yuan bo,鎮遠伯,,品位性官號類,封爵門,爵位
zhen yuan hou,鎮遠侯,,品位性官號類,封爵門,爵位
zheng guo gong,鄭國公,,品位性官號類,封爵門,爵位
zheng shi zi,鄭世子,,品位性官號類,封爵門,爵位
zhu lu hou,舳艫侯,,品位性官號類,封爵門,爵位
zhuang ping bo,莊平伯,Earl,品位性官號類,封爵門,爵位
zi yang wang,紫陽王,,品位性官號類,封爵門,爵位
an bian bo,安邊伯,,品位性官號類,封爵門,爵位
an chang bo,安昌伯,,品位性官號類,封爵門,爵位
an cheng bo,安成伯,,品位性官號類,封爵門,爵位
an ding bo,安定伯,,品位性官號類,封爵門,爵位
an ding wang,安定王,,品位性官號類,封爵門,爵位
an guo gong,安國公,,品位性官號類,封爵門,爵位
an hua wang,安化王,,品位性官號類,封爵門,爵位
an lu hou,安陸侯,,品位性官號類,封爵門,爵位
an ping bo,安平伯,,品位性官號類,封爵門,爵位
an ping hou,安平侯,,品位性官號類,封爵門,爵位
an qing hou,安慶侯,,品位性官號類,封爵門,爵位
an qiu wang,安丘王,,品位性官號類,封爵門,爵位
an ren bo,安仁伯,,品位性官號類,封爵門,爵位
an shun bo,安順伯,,品位性官號類,封爵門,爵位
an shun hou,安順侯,,品位性官號類,封爵門,爵位
an wang,安王,,品位性官號類,封爵門,爵位
an xiang bo,安鄉伯,,品位性官號類,封爵門,爵位
an xiang hou,安鄉侯,,品位性官號類,封爵門,爵位
an yang bo,安陽伯,,品位性官號類,封爵門,爵位
an yang hou,安陽侯,,品位性官號類,封爵門,爵位
an yi hou,安義侯,,品位性官號類,封爵門,爵位
an yuan bo,安遠伯,,品位性官號類,封爵門,爵位
an yuan hou,安遠侯,,品位性官號類,封爵門,爵位
bao an dao shun wang,保安悼順王,,品位性官號類,封爵門,爵位
bao an gong yi wang,保安恭懿王,,品位性官號類,封爵門,爵位
bao an huai xi wang,保安懷僖王,,品位性官號類,封爵門,爵位
bao an jing he wang,保安靖和王,,品位性官號類,封爵門,爵位
bao an rong mu wang,保安榮穆王,,品位性官號類,封爵門,爵位
bao an zhang zi,保安長子,,品位性官號類,封爵門,爵位
bao an zhao he wang,保安昭和王,,品位性官號類,封爵門,爵位
bao an zhuang jian wang,保安莊簡王,,品位性官號類,封爵門,爵位
bao chang bo,保昌伯,,品位性官號類,封爵門,爵位
bao ding bo,保定伯,,品位性官號類,封爵門,爵位
bao ding hou,保定侯,,品位性官號類,封爵門,爵位
bao guo gong,保國公,,品位性官號類,封爵門,爵位
bo,伯,Earl,品位性官號類,封爵門,爵位
bo ping bo,博平伯,,品位性官號類,封爵門,爵位
bo ping wang,博平王,,品位性官號類,封爵門,爵位
can ning hou,參寧侯,,品位性官號類,封爵門,爵位
cao guo gong,曹國公,,品位性官號類,封爵門,爵位
chang guo gong,昌国公,,品位性官號類,封爵門,爵位
chang hua bo,昌化伯,,品位性官號類,封爵門,爵位
chang ning bo,昌寧伯,,品位性官號類,封爵門,爵位
chang ning hou,昌寧侯,,品位性官號類,封爵門,爵位
chang ping bo,昌平伯,,品位性官號類,封爵門,爵位
chang ping hou,昌平侯,,品位性官號類,封爵門,爵位
chao guo gong,巢國公,,品位性官號類,封爵門,爵位
cheng an bo,成安伯,,品位性官號類,封爵門,爵位
cheng an hou,成安侯,,品位性官號類,封爵門,爵位
cheng guo gong,成國公,,品位性官號類,封爵門,爵位
cheng shan hou,成山侯,,品位性官號類,封爵門,爵位
cheng wu bo,成武伯,,品位性官號類,封爵門,爵位
cheng xiu wang,承休王,,品位性官號類,封爵門,爵位
cheng yang hou,成陽侯,,品位性官號類,封爵門,爵位
chong an hou,崇安侯,,品位性官號類,封爵門,爵位
chong shan bo,崇善伯,,品位性官號類,封爵門,爵位
chong shan hou,崇山侯,,品位性官號類,封爵門,爵位
chong xin bo,崇信伯,,品位性官號類,封爵門,爵位
chong xin wang,崇信王,,品位性官號類,封爵門,爵位
de chang wang,德昌王,,品位性官號類,封爵門,爵位
de ping bo,德平伯,,品位性官號類,封爵門,爵位
de qing hou,德慶侯,,品位性官號類,封爵門,爵位
ding guo gong,定國公,,品位性官號類,封爵門,爵位
ding wang,定王,,品位性官號類,封爵門,爵位
ding xi bo,定西伯,,品位性官號類,封爵門,爵位
ding xi hou,定西侯,,品位性官號類,封爵門,爵位
ding xiang bo,定襄伯,,品位性官號類,封爵門,爵位
ding xiang hou,定襄侯,,品位性官號類,封爵門,爵位
ding xing wang,定興王,,品位性官號類,封爵門,爵位
ding yuan bo,定遠伯,,品位性官號類,封爵門,爵位
ding yuan hou,定遠侯,,品位性官號類,封爵門,爵位
dong chuan hou,東川侯,,品位性官號類,封爵門,爵位
dong guan bo,東莞伯,,品位性官號類,封爵門,爵位
dong guan hou,東莞侯,,品位性官號類,封爵門,爵位
dong hai hou,東海侯,,品位性官號類,封爵門,爵位
dong ning bo,東寧伯,,品位性官號類,封爵門,爵位
dong ning hou,東寧侯,,品位性官號類,封爵門,爵位
dong ou wang,東甌王,,品位性官號類,封爵門,爵位
dong ping hou,東平侯,,品位性官號類,封爵門,爵位
dong ping wang,東平王,,品位性官號類,封爵門,爵位
dong qiu jun hou,東丘郡侯,,品位性官號類,封爵門,爵位
dong sheng hou,東勝侯,,品位性官號類,封爵門,爵位
en guo gong,恩國公,,品位性官號類,封爵門,爵位
feng hua bo,奉化伯,,品位性官號類,封爵門,爵位
feng hua hou,奉化侯,,品位性官號類,封爵門,爵位
feng xiang hou,凤翔侯,,品位性官號類,封爵門,爵位
fu chang bo,富昌伯,,品位性官號類,封爵門,爵位
fu hui wang,敷惠王,,品位性官號類,封爵門,爵位
fu ning bo,撫寧伯,,品位性官號類,封爵門,爵位
fu ning hou,撫寧侯,,品位性官號類,封爵門,爵位
fu ping wang,富平王,,品位性官號類,封爵門,爵位
fu qiang bo,伏羌伯,,品位性官號類,封爵門,爵位
fu qiang hou,伏羌侯,,品位性官號類,封爵門,爵位
fu yang bo,富陽伯,,品位性官號類,封爵門,爵位
fu yang hou,富陽侯,,品位性官號類,封爵門,爵位
gong cheng bo,恭誠伯,,品位性官號類,封爵門,爵位
gong shun bo,恭順伯,,品位性官號類,封爵門,爵位
gong shun hou,恭順侯,,品位性官號類,封爵門,爵位
gong shun wang,恭順王,,品位性官號類,封爵門,爵位
gu an bo ,固安伯,,品位性官號類,封爵門,爵位
gu shu jun gong,姑孰郡公,,品位性官號類,封爵門,爵位
gu yuan bo,固原伯,,品位性官號類,封爵門,爵位
guang chang bo,廣昌伯,,品位性官號類,封爵門,爵位
guang de hou,廣德侯,,品位性官號類,封爵門,爵位
guang en bo,廣恩伯,,品位性官號類,封爵門,爵位
guang ning bo,廣寧伯,,品位性官號類,封爵門,爵位
guang ning hou,廣寧侯,,品位性官號類,封爵門,爵位
guang ping hou,廣平侯,,品位性官號類,封爵門,爵位
